group	compare_to	benchmark	runtime	families	relocations	rep1_ratio	rep2_ratio	rep3_ratio	median_ratio	min_ratio	max_ratio	faster_reps	slower_reps	equal_reps	direction
candidate-expanded	control-disabled	katran_lb_consistent_hash_select	native	EXTR,LDR	EXTR:24,LDR:7	1.000000000	1.037037037	0.964285714	1.000000000	0.964285714	1.037037037	1	1	1	mixed
candidate-expanded	control-disabled	ldp_stack_pair	kernel	EXTR,LDR	EXTR:1,LDR:2	1.100000000	1.000000000	0.952380952	1.000000000	0.952380952	1.100000000	1	1	1	mixed
candidate-expanded	control-disabled	ldp_stack_pair	native	EXTR,LDR	EXTR:1,LDR:2	1.200000000	1.000000000	1.000000000	1.000000000	1.000000000	1.200000000	0	1	2	mixed
candidate-expanded	control-disabled	otel_stack_frame_unwind_scan	kernel	LDR	LDR:2	0.997375328	1.018324607	0.997375328	0.997375328	0.997375328	1.018324607	2	1	0	mixed
candidate-expanded	control-disabled	otel_stack_frame_unwind_scan	native	LDR	LDR:2	1.000000000	1.034482759	1.000000000	1.000000000	1.000000000	1.034482759	0	1	2	mixed
candidate-expanded	control-disabled	packed_header_bitfield_decode	kernel	LDR	LDR:2	0.996794872	1.002134472	0.993610224	0.996794872	0.993610224	1.002134472	2	1	0	mixed
candidate-expanded	control-disabled	packed_header_bitfield_decode	native	LDR	LDR:2	1.000000000	1.000000000	0.998011928	1.000000000	0.998011928	1.000000000	1	0	2	mixed
candidate-expanded	control-disabled	packet_checksum_fold	kernel	LDR	LDR:3	0.994360676	1.007229061	0.998244233	0.998244233	0.994360676	1.007229061	2	1	0	mixed
candidate-expanded	control-disabled	packet_checksum_fold	native	LDR	LDR:3	0.993257657	0.999425133	0.999923289	0.999425133	0.993257657	0.999923289	3	0	0	all_faster
candidate-expanded	control-disabled	packet_record_bounds_window	kernel	LDR	LDR:8	0.577259475	0.578947368	0.575581395	0.577259475	0.575581395	0.578947368	3	0	0	all_faster
candidate-expanded	control-disabled	packet_record_bounds_window	native	LDR	LDR:8	0.993243243	1.121621622	0.993288591	0.993288591	0.993243243	1.121621622	2	1	0	mixed
candidate-expanded	control-disabled	packet_toeplitz_rss_hash	kernel			1.037974684	1.119246862	1.001912046	1.037974684	1.001912046	1.119246862	0	3	0	all_slower
candidate-expanded	control-disabled	packet_toeplitz_rss_hash	native			1.026809651	1.056000000	0.992063492	1.026809651	0.992063492	1.056000000	1	2	0	mixed
candidate-expanded	control-disabled	packet_vlan_tcpopt_parser	kernel			1.000000000	1.022222222	1.000000000	1.000000000	1.000000000	1.022222222	0	1	2	mixed
candidate-expanded	control-disabled	packet_vlan_tcpopt_parser	native			1.000000000	1.055555556	0.947368421	1.000000000	0.947368421	1.055555556	1	1	1	mixed
candidate-expanded	control-disabled	payload_prefix_memcmp_scan	kernel	EXTR,LDR	EXTR:2,LDR:1	1.027972028	1.038461538	1.017361111	1.027972028	1.017361111	1.038461538	0	3	0	all_slower
candidate-expanded	control-disabled	payload_prefix_memcmp_scan	native	EXTR,LDR	EXTR:2,LDR:1	0.994082840	1.005917160	1.005952381	1.005917160	0.994082840	1.005952381	1	2	0	mixed
candidate-expanded	control-disabled	simple	kernel			1.142857143	0.875000000	0.866666667	0.875000000	0.866666667	1.142857143	2	1	0	mixed
candidate-expanded	control-disabled	simple	native			1.250000000	1.000000000	1.000000000	1.000000000	1.000000000	1.250000000	0	1	2	mixed
candidate-expanded	control-disabled	simple_packet	kernel			1.142857143	1.000000000	1.000000000	1.000000000	1.000000000	1.142857143	0	1	2	mixed
candidate-expanded	control-disabled	simple_packet	native			1.250000000	1.000000000	1.000000000	1.000000000	1.000000000	1.250000000	0	1	2	mixed
candidate-expanded	control-disabled	siphash_rotate64_mixer	kernel	EXTR,LDR	EXTR:116,LDR:8	0.525000000	0.518518519	0.531250000	0.525000000	0.518518519	0.531250000	3	0	0	all_faster
candidate-expanded	control-disabled	siphash_rotate64_mixer	native	EXTR,LDR	EXTR:116,LDR:8	1.022727273	0.977777778	1.000000000	1.000000000	0.977777778	1.022727273	1	1	1	mixed
candidate-expanded	control-disabled	sorted_rule_binary_search	kernel	LDR	LDR:2	0.997942387	0.998449612	0.998455996	0.998449612	0.997942387	0.998455996	3	0	0	all_faster
candidate-expanded	control-disabled	sorted_rule_binary_search	native	LDR	LDR:2	1.000000000	1.000000000	1.080667594	1.000000000	1.000000000	1.080667594	0	1	2	mixed
candidate-expanded	control-disabled	stp_stack_pair	kernel			1.047619048	1.050000000	1.000000000	1.047619048	1.000000000	1.050000000	0	2	1	mixed
candidate-expanded	control-disabled	stp_stack_pair	native			1.200000000	1.000000000	1.000000000	1.000000000	1.000000000	1.200000000	0	1	2	mixed
candidate-expanded	control-disabled	tc_packet_checksum_fold	kernel	LDR	LDR:3	0.997794229	0.990597113	1.008992098	0.997794229	0.990597113	1.008992098	2	1	0	mixed
candidate-expanded	control-disabled	tc_packet_checksum_fold	native	LDR	LDR:3	0.977741972	1.015357779	1.001187967	1.001187967	0.977741972	1.015357779	1	2	0	mixed
candidate-expanded	control-disabled	tetragon_process_event_arg_filter	kernel	LDR	LDR:2	0.990512334	0.998091603	0.994285714	0.994285714	0.990512334	0.998091603	3	0	0	all_faster
candidate-expanded	control-disabled	tetragon_process_event_arg_filter	native	LDR	LDR:2	0.964912281	1.000000000	1.000000000	1.000000000	0.964912281	1.000000000	1	0	2	mixed
candidate-expanded	control-disabled	trace_event_type_switch_dispatch	kernel	LDR	LDR:2	0.876526459	0.869625520	0.938953488	0.876526459	0.869625520	0.938953488	3	0	0	all_faster
candidate-expanded	control-disabled	trace_event_type_switch_dispatch	native	LDR	LDR:2	0.998422713	0.993700787	0.973846154	0.993700787	0.973846154	0.998422713	3	0	0	all_faster
candidate-expanded	control-disabled	tracee_http_method_prefix_detect	kernel	LDR	LDR:2	1.100000000	0.846153846	1.098360656	1.098360656	0.846153846	1.100000000	1	2	0	mixed
candidate-expanded	control-disabled	tracee_http_method_prefix_detect	native	LDR	LDR:2	1.000000000	1.000000000	1.000000000	1.000000000	1.000000000	1.000000000	0	0	3	all_equal
candidate-expanded	control-disabled	tracee_syscall_name_table_lookup	kernel	LDR	LDR:1	0.936599424	0.918079096	0.970059880	0.936599424	0.918079096	0.970059880	3	0	0	all_faster
candidate-expanded	control-disabled	tracee_syscall_name_table_lookup	native	LDR	LDR:1	0.988549618	0.996197719	1.000000000	0.996197719	0.988549618	1.000000000	2	0	1	mixed
candidate-expanded	candidate-conservative	arm64_direct_abi_coverage	kernel	EXTR,LDR	EXTR:1,LDR:4	1.000000000	1.000000000	1.000000000	1.000000000	1.000000000	1.000000000	0	0	3	all_equal
candidate-expanded	candidate-conservative	arm64_direct_abi_coverage	native	EXTR,LDR	EXTR:1,LDR:4	1.000000000	1.000000000	1.000000000	1.000000000	1.000000000	1.000000000	0	0	3	all_equal
candidate-expanded	candidate-conservative	bcc_runqlat_log2_histogram_bucket	kernel	LDR	LDR:2	0.977028348	1.004985045	1.003758457	1.003758457	0.977028348	1.004985045	1	2	0	mixed
candidate-expanded	candidate-conservative	bcc_runqlat_log2_histogram_bucket	native	LDR	LDR:2	0.968503937	0.999100315	1.008126411	0.999100315	0.968503937	1.008126411	2	1	0	mixed
candidate-expanded	candidate-conservative	bcc_tcpconnect_ipv4_tuple_filter	kernel	EXTR,LDR	EXTR:1,LDR:2	0.996815287	1.000000000	1.000000000	1.000000000	0.996815287	1.000000000	1	0	2	mixed
candidate-expanded	candidate-conservative	bcc_tcpconnect_ipv4_tuple_filter	native	EXTR,LDR	EXTR:1,LDR:2	1.006711409	1.024539877	1.000000000	1.006711409	1.000000000	1.024539877	0	2	1	mixed
candidate-expanded	candidate-conservative	bitmap_popcount_scan	kernel	LDR	LDR:2	1.000869187	0.991749891	1.007877462	1.000869187	0.991749891	1.007877462	1	2	0	mixed
candidate-expanded	candidate-conservative	bitmap_popcount_scan	native	LDR	LDR:2	1.000000000	1.000000000	0.999379653	1.000000000	0.999379653	1.000000000	1	0	2	mixed
candidate-expanded	candidate-conservative	bpf_local_call_fanout_dispatch	kernel	LDR	LDR:3	1.000000000	0.996699670	0.920731707	0.996699670	0.920731707	1.000000000	2	0	1	mixed
candidate-expanded	candidate-conservative	bpf_local_call_fanout_dispatch	native	LDR	LDR:3	1.008695652	1.000000000	1.000000000	1.000000000	1.000000000	1.008695652	0	1	2	mixed
candidate-expanded	candidate-conservative	bpftrace_comm_key_fnv_hash	kernel	LDR	LDR:2	1.006650544	0.989892985	0.998792271	0.998792271	0.989892985	1.006650544	2	1	0	mixed
candidate-expanded	candidate-conservative	bpftrace_comm_key_fnv_hash	native	LDR	LDR:2	1.007770008	0.980198020	1.000000000	1.000000000	0.980198020	1.007770008	1	1	1	mixed
candidate-expanded	candidate-conservative	bpftrace_string_search_prefix_scan	kernel	EXTR,LDR	EXTR:1,LDR:1	1.001879699	1.000000000	1.001879699	1.001879699	1.000000000	1.001879699	0	2	1	mixed
candidate-expanded	candidate-conservative	bpftrace_string_search_prefix_scan	native	EXTR,LDR	EXTR:1,LDR:1	0.997167139	1.107344633	0.980555556	0.997167139	0.980555556	1.107344633	2	1	0	mixed
candidate-expanded	candidate-conservative	ccmp_all_nonzero	kernel			1.058823529	1.000000000	1.000000000	1.000000000	1.000000000	1.058823529	0	1	2	mixed
candidate-expanded	candidate-conservative	ccmp_all_nonzero	native			1.000000000	1.000000000	1.000000000	1.000000000	1.000000000	1.000000000	0	0	3	all_equal
candidate-expanded	candidate-conservative	cgroup_skb_hash_chain	kernel	LDR	LDR:2	0.946557971	1.008678881	0.999037536	0.999037536	0.946557971	1.008678881	2	1	0	mixed
candidate-expanded	candidate-conservative	cgroup_skb_hash_chain	native	LDR	LDR:2	1.002242152	1.007125891	1.000000000	1.002242152	1.000000000	1.007125891	0	2	1	mixed
candidate-expanded	candidate-conservative	cilium_ct_nat_tuple_rewrite	kernel	EXTR,LDR	EXTR:1,LDR:2	1.002207506	1.094922737	0.997797357	1.002207506	0.997797357	1.094922737	1	2	0	mixed
candidate-expanded	candidate-conservative	cilium_ct_nat_tuple_rewrite	native	EXTR,LDR	EXTR:1,LDR:2	1.005076142	1.000000000	0.994974874	1.000000000	0.994974874	1.005076142	1	1	1	mixed
candidate-expanded	candidate-conservative	cilium_policy_guard_tree_filter	kernel	LDR	LDR:1	1.000000000	1.004098361	1.004115226	1.004098361	1.000000000	1.004115226	0	2	1	mixed
candidate-expanded	candidate-conservative	cilium_policy_guard_tree_filter	native	LDR	LDR:1	1.000000000	1.016260163	1.040650407	1.016260163	1.000000000	1.040650407	0	2	1	mixed
candidate-expanded	candidate-conservative	cilium_socket_lb_service_select	kernel	LDR	LDR:2	0.999031946	0.999031946	0.997104247	0.999031946	0.997104247	0.999031946	3	0	0	all_faster
candidate-expanded	candidate-conservative	cilium_socket_lb_service_select	native	LDR	LDR:2	0.996969697	0.996969697	0.996969697	0.996969697	0.996969697	0.996969697	3	0	0	all_faster
candidate-expanded	candidate-conservative	csel_select64	kernel	CSEL,EXTR,LDR	CSEL:4,EXTR:1,LDR:4	1.058823529	1.000000000	1.000000000	1.000000000	1.000000000	1.058823529	0	1	2	mixed
candidate-expanded	candidate-conservative	csel_select64	native	CSEL,EXTR,LDR	CSEL:4,EXTR:1,LDR:4	1.250000000	1.000000000	1.000000000	1.000000000	1.000000000	1.250000000	0	1	2	mixed
candidate-expanded	candidate-conservative	flow_5tuple_rss_hash	kernel	EXTR	EXTR:14	0.974358974	1.000000000	1.000000000	1.000000000	0.974358974	1.000000000	1	0	2	mixed
candidate-expanded	candidate-conservative	flow_5tuple_rss_hash	native	EXTR	EXTR:14	1.000000000	1.055555556	1.000000000	1.000000000	1.000000000	1.055555556	0	1	2	mixed
candidate-expanded	candidate-conservative	flow_record_field_scan	kernel			0.963730570	1.000000000	1.000000000	1.000000000	0.963730570	1.000000000	1	0	2	mixed
candidate-expanded	candidate-conservative	flow_record_field_scan	native			0.963963964	1.000000000	1.000000000	1.000000000	0.963963964	1.000000000	1	0	2	mixed
candidate-expanded	candidate-conservative	katran_lb_consistent_hash_select	kernel	EXTR,LDR	EXTR:24,LDR:7	0.933333333	0.982456140	1.000000000	0.982456140	0.933333333	1.000000000	2	0	1	mixed
candidate-expanded	candidate-conservative	katran_lb_consistent_hash_select	native	EXTR,LDR	EXTR:24,LDR:7	0.931034483	0.965517241	1.000000000	0.965517241	0.931034483	1.000000000	2	0	1	mixed
candidate-expanded	candidate-conservative	ldp_stack_pair	kernel	EXTR,LDR	EXTR:1,LDR:2	1.100000000	1.000000000	1.000000000	1.000000000	1.000000000	1.100000000	0	1	2	mixed
candidate-expanded	candidate-conservative	ldp_stack_pair	native	EXTR,LDR	EXTR:1,LDR:2	1.200000000	1.000000000	1.000000000	1.000000000	1.000000000	1.200000000	0	1	2	mixed
candidate-expanded	candidate-conservative	otel_stack_frame_unwind_scan	kernel	LDR	LDR:2	1.000000000	1.015665796	1.000000000	1.000000000	1.000000000	1.015665796	0	1	2	mixed
candidate-expanded	candidate-conservative	otel_stack_frame_unwind_scan	native	LDR	LDR:2	1.000000000	1.025641026	1.000000000	1.000000000	1.000000000	1.025641026	0	1	2	mixed
candidate-expanded	candidate-conservative	packed_header_bitfield_decode	kernel	LDR	LDR:2	1.000000000	1.006430868	0.997860963	1.000000000	0.997860963	1.006430868	1	1	1	mixed
candidate-expanded	candidate-conservative	packed_header_bitfield_decode	native	LDR	LDR:2	0.994059406	1.001996008	0.994059406	0.994059406	0.994059406	1.001996008	2	1	0	mixed
candidate-expanded	candidate-conservative	packet_checksum_fold	kernel	LDR	LDR:3	0.998667353	0.966309741	0.999848398	0.998667353	0.966309741	0.999848398	3	0	0	all_faster
candidate-expanded	candidate-conservative	packet_checksum_fold	native	LDR	LDR:3	0.997093801	0.955798270	0.999961643	0.997093801	0.955798270	0.999961643	3	0	0	all_faster
candidate-expanded	candidate-conservative	packet_record_bounds_window	kernel	LDR	LDR:8	0.985074627	1.005076142	0.980198020	0.985074627	0.980198020	1.005076142	2	1	0	mixed
candidate-expanded	candidate-conservative	packet_record_bounds_window	native	LDR	LDR:8	0.986577181	1.121621622	1.000000000	1.000000000	0.986577181	1.121621622	1	1	1	mixed
candidate-expanded	candidate-conservative	packet_toeplitz_rss_hash	kernel			0.926553672	1.020992366	1.003831418	1.003831418	0.926553672	1.020992366	1	2	0	mixed
candidate-expanded	candidate-conservative	packet_toeplitz_rss_hash	native			0.997395833	1.058823529	0.997340426	0.997395833	0.997340426	1.058823529	2	1	0	mixed
candidate-expanded	candidate-conservative	packet_vlan_tcpopt_parser	kernel			1.000000000	1.022222222	1.000000000	1.000000000	1.000000000	1.022222222	0	1	2	mixed
candidate-expanded	candidate-conservative	packet_vlan_tcpopt_parser	native			1.055555556	1.055555556	1.000000000	1.055555556	1.000000000	1.055555556	0	2	1	mixed
candidate-expanded	candidate-conservative	payload_prefix_memcmp_scan	kernel	EXTR,LDR	EXTR:2,LDR:1	1.003412969	1.013651877	1.000000000	1.003412969	1.000000000	1.013651877	0	2	1	mixed
candidate-expanded	candidate-conservative	payload_prefix_memcmp_scan	native	EXTR,LDR	EXTR:2,LDR:1	0.994082840	1.011904762	1.000000000	1.000000000	0.994082840	1.011904762	1	1	1	mixed
candidate-expanded	candidate-conservative	simple	kernel			1.066666667	0.933333333	1.000000000	1.000000000	0.933333333	1.066666667	1	1	1	mixed
candidate-expanded	candidate-conservative	simple	native			1.250000000	1.000000000	1.000000000	1.000000000	1.000000000	1.250000000	0	1	2	mixed
candidate-expanded	candidate-conservative	simple_packet	kernel			1.142857143	1.000000000	1.076923077	1.076923077	1.000000000	1.142857143	0	2	1	mixed
candidate-expanded	candidate-conservative	simple_packet	native			1.250000000	1.000000000	1.000000000	1.000000000	1.000000000	1.250000000	0	1	2	mixed
candidate-expanded	candidate-conservative	siphash_rotate64_mixer	kernel	EXTR,LDR	EXTR:116,LDR:8	1.000000000	1.000000000	1.011904762	1.000000000	1.000000000	1.011904762	0	1	2	mixed
candidate-expanded	candidate-conservative	siphash_rotate64_mixer	native	EXTR,LDR	EXTR:116,LDR:8	1.022727273	1.000000000	1.000000000	1.000000000	1.000000000	1.022727273	0	1	2	mixed
candidate-expanded	candidate-conservative	sorted_rule_binary_search	kernel	LDR	LDR:2	0.992835210	0.995363215	0.999484802	0.995363215	0.992835210	0.999484802	3	0	0	all_faster
candidate-expanded	candidate-conservative	sorted_rule_binary_search	native	LDR	LDR:2	0.997226075	1.000000000	1.080667594	1.000000000	0.997226075	1.080667594	1	1	1	mixed
candidate-expanded	candidate-conservative	stp_stack_pair	kernel			1.100000000	1.050000000	0.952380952	1.050000000	0.952380952	1.100000000	1	2	0	mixed
candidate-expanded	candidate-conservative	stp_stack_pair	native			1.200000000	1.000000000	1.000000000	1.000000000	1.000000000	1.200000000	0	1	2	mixed
candidate-expanded	candidate-conservative	tc_packet_checksum_fold	kernel	LDR	LDR:3	0.991711214	1.003184230	1.010675077	1.003184230	0.991711214	1.010675077	1	2	0	mixed
candidate-expanded	candidate-conservative	tc_packet_checksum_fold	native	LDR	LDR:3	0.998316563	1.026214932	1.001226336	1.001226336	0.998316563	1.026214932	1	2	0	mixed
candidate-expanded	candidate-conservative	tetragon_process_event_arg_filter	kernel	LDR	LDR:2	0.994285714	0.977570093	0.984905660	0.984905660	0.977570093	0.994285714	3	0	0	all_faster
candidate-expanded	candidate-conservative	tetragon_process_event_arg_filter	native	LDR	LDR:2	1.000000000	1.003636364	0.913621262	1.000000000	0.913621262	1.003636364	1	1	1	mixed
candidate-expanded	candidate-conservative	trace_event_type_switch_dispatch	kernel	LDR	LDR:2	0.984756098	0.940029985	0.955621302	0.955621302	0.940029985	0.984756098	3	0	0	all_faster
candidate-expanded	candidate-conservative	trace_event_type_switch_dispatch	native	LDR	LDR:2	0.995283019	0.998417722	0.998422713	0.998417722	0.995283019	0.998422713	3	0	0	all_faster
candidate-expanded	candidate-conservative	tracee_http_method_prefix_detect	kernel	LDR	LDR:2	1.100000000	1.100000000	0.837500000	1.100000000	0.837500000	1.100000000	1	2	0	mixed
candidate-expanded	candidate-conservative	tracee_http_method_prefix_detect	native	LDR	LDR:2	1.000000000	1.000000000	1.000000000	1.000000000	1.000000000	1.000000000	0	0	3	all_equal
candidate-expanded	candidate-conservative	tracee_syscall_name_table_lookup	kernel	LDR	LDR:1	1.003086420	0.910364146	0.990825688	0.990825688	0.910364146	1.003086420	2	1	0	mixed
candidate-expanded	candidate-conservative	tracee_syscall_name_table_lookup	native	LDR	LDR:1	1.000000000	1.011583012	1.000000000	1.000000000	1.000000000	1.011583012	0	1	2	mixed
